rank,bgg_url,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,category,designer
4553,https://boardgamegeek.com/boardgame/37184/dungeons-dragons-miniatures-game-second-edition,Dungeons & Dragons Miniatures Game (second edition),2,2,60,60,60,2008,6.6802,5.6647,202,https://cf.geekdo-images.com/original/img/scPgxll72B0mFVuK7JrE3J9qmhk=/0x0/pic355576.jpg,12,Dice Rolling,"Collectible Components, Dice, Fantasy, Fighting, Miniatures","Rob Heinsoo, Stephen Schubert"
4554,https://boardgamegeek.com/boardgame/146922/chain-command,Chain Of Command,2,2,120,120,120,2013,8.16941,5.66468,85,https://cf.geekdo-images.com/original/img/-bsB_7sclIxw1MYanxiY35UqWsQ=/0x0/pic1767723.png,14,"Action Point Allowance System, Dice Rolling, Simulation, Variable Player Powers","Book, Miniatures, Wargame, World War II",Richard Clarke
4555,https://boardgamegeek.com/boardgame/136245/ka-boom,Ka-Boom,2,5,30,30,30,2013,6.32689,5.66463,275,https://cf.geekdo-images.com/original/img/WByZlRbWkpqZQxDhZLld2zR1XtY=/0x0/pic2881002.jpg,6,Pattern Building,"Action / Dexterity, Children's Game, Real-time","Roberto Fraga, Florence Fraga"
4556,https://boardgamegeek.com/boardgame/82424/bangkok-klongs,Bangkok Klongs,2,4,60,60,60,2010,6.2978,5.6646,295,https://cf.geekdo-images.com/original/img/VtB5lOusfoBp3JE1ssgWM9yV5EM=/0x0/pic812917.jpg,10,"Set Collection, Tile Placement",Economic,Martin Schlegel
4557,https://boardgamegeek.com/boardgame/8711/landships-tactical-weapons-innovations-1914-1918,Landships! Tactical Weapons Innovations 1914-1918,2,2,120,120,120,1994,6.76831,5.66447,183,https://cf.geekdo-images.com/original/img/mbtqDwAu-yyVEdzqsR17o8BMSKQ=/0x0/pic255348.jpg,12,Hex-and-Counter,"Wargame, World War I",Perry Moore
4558,https://boardgamegeek.com/boardgame/209166/meduris-der-ruf-der-gotter,Meduris: Der Ruf der Götter,2,4,75,75,75,2016,6.50761,5.66439,209,https://cf.geekdo-images.com/original/img/ez-pDz6Xk5C6QBSAhYzRFe3kK_U=/0x0/pic3184923.jpg,10,"Dice Rolling, Worker Placement","Dice, Economic, Fantasy, Mythology","Stefan Dorra, Ralf zur Linde"
4559,https://boardgamegeek.com/boardgame/218310/trickster-champions-time,Trickster: Champions of Time,2,6,30,25,30,2017,6.62118,5.66438,203,https://cf.geekdo-images.com/original/img/v8fn7BWm4eVtQ3wA59wrYrCysaw=/0x0/pic3355450.jpg,14,"Pattern Building, Take That, Trick-taking",Card Game,Daniel Solis
4560,https://boardgamegeek.com/boardgame/2090/stalingrad-pocket-first-edition,Stalingrad Pocket (first edition),2,2,120,120,120,1992,6.77768,5.66436,177,https://cf.geekdo-images.com/original/img/8qOvRX14Rm2e1Fpz5FShCBt2fGo=/0x0/pic309042.jpg,15,Hex-and-Counter,"Wargame, World War II","Dean Essig, Masahiro Yamazaki"
4561,https://boardgamegeek.com/boardgame/4085/leningrad,Leningrad,2,2,90,90,90,1979,6.57309,5.66417,223,https://cf.geekdo-images.com/original/img/dY5J-fJr31cO5rxkMRMbeDKGt3Q=/0x0/pic2368691.png,12,"Dice Rolling, Hex-and-Counter","Wargame, World War II",Dick Rustin
4562,https://boardgamegeek.com/boardgame/143680/nightfall-eastern-skies,Nightfall: Eastern Skies,2,5,45,45,45,2013,7.6456,5.66415,91,https://cf.geekdo-images.com/original/img/j4Y4Sc0VBaxmZclOflx0uiT8C1Q=/0x0/pic1683713.png,12,"Card Drafting, Deck / Pool Building, Hand Management, Variable Player Powers","Bluffing, Card Game",David Gregg
4563,https://boardgamegeek.com/boardgame/121615/shadows-over-empire,Shadows over the Empire,2,4,30,30,30,2013,6.01088,5.66408,539,https://cf.geekdo-images.com/original/img/Ok4-Ze4eRRxrbITbP8sQBOsKYWo=/0x0/pic1801604.jpg,12,"Area Control / Area Influence, Modular Board","Card Game, Medieval",Babis Giannios
4564,https://boardgamegeek.com/boardgame/104575/steam-torpedo-first-contact,Steam Torpedo: First Contact,2,2,40,40,40,2011,6.2716,5.664,347,https://cf.geekdo-images.com/original/img/2TT5i7obsV5Bef_aIoLF9YWTSIU=/0x0/pic2411470.jpg,13,"Modular Board, Variable Player Powers, Worker Placement","Fantasy, Fighting, Nautical, World War I","Ludovic Roudy, Bruno Sautter"
4565,https://boardgamegeek.com/boardgame/55679/panzer-general-allied-assault,Panzer General: Allied Assault,1,2,60,60,60,2010,6.41081,5.66379,333,https://cf.geekdo-images.com/original/img/MAwMe4tzCBBJ6rEk3iPwDKdGAbY=/0x0/pic552594.jpg,10,"Area Movement, Campaign / Battle Card Driven, Modular Board, Variable Phase Order","Wargame, World War II","George Chastain, Jason Coffey, Chuck Kroegel"
4566,https://boardgamegeek.com/boardgame/13728/naval-battles,Naval Battles,2,6,30,30,30,2004,5.94054,5.66374,726,https://cf.geekdo-images.com/original/img/ZsMX_BTNtuy3syuGC8R0FtRGBCU=/0x0/pic55719.jpg,10,Campaign / Battle Card Driven,"Card Game, Wargame, World War II",Dan Verssen
4567,https://boardgamegeek.com/boardgame/536/visionary,Visionary,4,8,60,60,60,1997,6.50926,5.66364,215,https://cf.geekdo-images.com/original/img/BI7Stwr3zxVysNCVucfCvG9u48o=/0x0/pic292386.jpg,8,"Partnerships, Pattern Building","Action / Dexterity, Party Game",Ron Dubren
4568,https://boardgamegeek.com/boardgame/224031/cartagena,Cartagena,2,5,45,30,45,2017,6.65903,5.66363,191,https://cf.geekdo-images.com/original/img/XuYe3Yi8705ozOk4KxSkWLkRgiU=/0x0/pic3529183.jpg,8,"Hand Management, Modular Board","Pirates, Racing",Leo Colovini
4569,https://boardgamegeek.com/boardgame/181328/cornwall,Cornwall,2,4,30,30,30,2015,6.51288,5.6636,212,https://cf.geekdo-images.com/original/img/NJqUeBa41DNq5RKCiqKpyzcVZnc=/0x0/pic2681535.jpg,8,"Area Control / Area Influence, Area Enclosure, Tile Placement",none,Johannes Schmidauer-König
4570,https://boardgamegeek.com/boardgame/148767/brandon-brave,Brandon the Brave,1,4,10,10,10,2013,6.48463,5.66359,227,https://cf.geekdo-images.com/original/img/xBZxD1O2gJa__dyeesJAGiPMVHY=/0x0/pic2521963.jpg,5,Tile Placement,Children's Game,Johannes Zirm
4571,https://boardgamegeek.com/boardgame/127981/dungeon-heroes,Dungeon Heroes,1,2,30,30,30,2013,6.38271,5.66352,295,https://cf.geekdo-images.com/original/img/Kb_JaOxBkYoddmceBOsDxfjr8ew=/0x0/pic1501593.jpg,13,"Action Point Allowance System, Area Enclosure, Grid Movement, Memory, Press Your Luck, Tile Placement","Bluffing, Exploration, Fantasy, Medieval, Memory",Michael Coe
4572,https://boardgamegeek.com/boardgame/131232/mafia-city,Mafia City,3,5,60,60,60,2012,6.87516,5.66352,159,https://cf.geekdo-images.com/original/img/DMuK05y63gESTM3TMTw0j9yEEx8=/0x0/pic1429945.jpg,12,"Area Control / Area Influence, Auction/Bidding, Hand Management",Mafia,"Petr Bělík, EULER'S GAME"
4573,https://boardgamegeek.com/boardgame/11436/la-bataille-dorthez,La Bataille d'Orthez,1,2,180,180,180,2000,7.79798,5.66351,99,https://cf.geekdo-images.com/original/img/NlY1mWtHsLi4YotKyYmMptzFIMo=/0x0/pic62938.jpg,12,Hex-and-Counter,"Napoleonic, Wargame",Eric Lyons
4574,https://boardgamegeek.com/boardgame/213670/munchkin-x-men,Munchkin X-Men,3,4,120,60,120,2017,7.19053,5.66345,139,https://cf.geekdo-images.com/original/img/_DCOnEU-aBn5O0d8tHIP0FCsBlA=/0x0/pic3260522.jpg,10,"Card Drafting, Dice Rolling, Take That, Variable Player Powers","Card Game, Comic Book / Strip, Fighting",Andrew Wolf
4575,https://boardgamegeek.com/boardgame/186767/shahrazad,Shahrazad,1,2,10,10,0,2015,6.47802,5.66329,230,https://cf.geekdo-images.com/original/img/qDpINiL1EL81mBvISk7JDtPxvEY=/0x0/pic3416725.jpg,8,"Co-operative Play, Hand Management, Pattern Building","Card Game, Fantasy",ゆお (Yuo)
4576,https://boardgamegeek.com/boardgame/15235/legends-old-west,Legends of the Old West,2,8,45,45,45,2004,7.29057,5.66325,122,https://cf.geekdo-images.com/original/img/0NurEDZprHfeLtpNFsPz-BjNLaQ=/0x0/pic232875.jpg,12,"Dice Rolling, Modular Board, Variable Player Powers","American West, Fighting, Miniatures, Wargame","Mark Latham, Rick Priestley"
4577,https://boardgamegeek.com/boardgame/152846/convicted,The Convicted,1,4,900,45,900,2014,7.3663,5.66321,138,https://cf.geekdo-images.com/original/img/CypS9s6cHvAOroioS7SYPZCpj2E=/0x0/pic2211902.jpg,12,"Action Point Allowance System, Co-operative Play, Point to Point Movement","City Building, Civilization, Fantasy, Fighting",Mateusz Albricht
4578,https://boardgamegeek.com/boardgame/10559/why-did-chicken,Why Did the Chicken...?,4,8,60,30,60,2004,6.12346,5.66321,388,https://cf.geekdo-images.com/original/img/atZk6hbncyGMtMO7ZlonNknyadc=/0x0/pic94682.jpg,12,"Paper-and-Pencil, Voting","Humor, Party Game",Kory Heath
4579,https://boardgamegeek.com/boardgame/17030/anno-domini-lifestyle,Anno Domini: Lifestyle,2,8,30,30,30,1998,6.83709,5.66318,151,https://cf.geekdo-images.com/original/img/AjdakKhPmT3aMNtNSjl82jzb2WQ=/0x0/pic78703.jpg,10,none,"Bluffing, Card Game, Party Game, Trivia",Urs Hostettler
4580,https://boardgamegeek.com/boardgame/120447/get-lucky,Get Lucky,2,6,20,20,20,2014,6.06994,5.66316,508,https://cf.geekdo-images.com/original/img/Y2-58RfYMdktdw1TIa7oFrCKGp0=/0x0/pic1820072.jpg,12,Hand Management,"Card Game, Print & Play","James Ernest, Rick Fish"
4581,https://boardgamegeek.com/boardgame/1965/mertwigs-maze,Mertwig's Maze,2,6,100,100,100,1988,6.43549,5.66302,255,https://cf.geekdo-images.com/original/img/LDLYX68NmfkOUZcDe8CpW_P7mfs=/0x0/pic7216.jpg,10,"Modular Board, Role Playing","Adventure, Exploration, Fantasy, Fighting, Maze",Tom Wham
4582,https://boardgamegeek.com/boardgame/140997/romans-go-home,Romans Go Home!,1,4,15,15,15,2013,6.09888,5.66273,439,https://cf.geekdo-images.com/original/img/SNDoYsQvH2aCyDadGAari5ynYQU=/0x0/pic2048446.jpg,13,Action / Movement Programming,"Ancient, Card Game",Eric B. Vogel
4583,https://boardgamegeek.com/boardgame/160853/stuff-and-nonsense,Stuff and Nonsense,2,6,60,60,60,2015,6.54649,5.66265,226,https://cf.geekdo-images.com/original/img/-o7s5svCaCeTLoiCeoqMzM4EEUM=/0x0/pic2446127.jpg,12,Set Collection,"Adventure, Card Game, Exploration",James Ernest
4584,https://boardgamegeek.com/boardgame/226213/cursed-court,Cursed Court,2,6,60,30,60,2017,7.46449,5.66258,107,https://cf.geekdo-images.com/original/img/8EJ6AWE0zQjoEn5iTbneLvzPfmI=/0x0/pic3623396.png,14,Betting/Wagering,"Deduction, Political",Andrew Hanson
4585,https://boardgamegeek.com/boardgame/145599/journey-wrath-demons,Journey: Wrath of Demons,1,4,75,30,75,2015,7.14542,5.66245,153,https://cf.geekdo-images.com/original/img/1TrVEP_XpZAa1RaFsTRXu_XcWy0=/0x0/pic3835212.jpg,14,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver","Adventure, Ancient, Dice, Fantasy, Miniatures, Mythology, Novel-based",none
4586,https://boardgamegeek.com/boardgame/41033/case-yellow-1940-german-blitzkrieg-west,"Case Yellow, 1940: The German Blitzkrieg in the West",1,2,180,180,180,2011,7.05331,5.66245,142,https://cf.geekdo-images.com/original/img/RufFZ2ZMNJlp5E534ZZB0kp6hfA=/0x0/pic1003177.jpg,0,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Ted Raicer
4587,https://boardgamegeek.com/boardgame/232473/ratland,Ratland,2,6,30,30,30,2017,7.366,5.6624,150,https://cf.geekdo-images.com/original/img/48HuEaIdLgOXcER_d5tXLFaJz-w=/0x0/pic3960464.jpg,8,"Area Movement, Simultaneous Action Selection, Take That","Animals, Bluffing, Humor",Eduardo García Martín
4588,https://boardgamegeek.com/boardgame/187289/here-kitty-kitty,"Here, Kitty, Kitty!",3,6,30,30,30,2016,6.27832,5.66237,376,https://cf.geekdo-images.com/original/img/7tJhZNyM69FSk3Z8tr0q2RWt43E=/0x0/pic3069257.jpg,10,"Area Movement, Hand Management, Set Collection",Animals,Kris McCardel Ware
4589,https://boardgamegeek.com/boardgame/182352/exodus-fleet,Exodus Fleet,2,5,120,60,120,2017,7.53063,5.66232,111,https://cf.geekdo-images.com/original/img/Jz9hubeT6d9bOW8bG4oBfQkZGRI=/0x0/pic3720648.png,13,"Auction/Bidding, Variable Phase Order, Variable Player Powers","Economic, Science Fiction, Space Exploration",Gabriel J. Cohn
4590,https://boardgamegeek.com/boardgame/1519/kult,Kult,2,99,45,45,45,1995,6.715,5.66231,194,https://cf.geekdo-images.com/original/img/rQCTJOGVO9aVjdE62q_QR3ViZQU=/0x0/pic492312.jpg,14,Variable Player Powers,"Card Game, Collectible Components, Fighting, Horror, Mature / Adult",Bryan Winter
4591,https://boardgamegeek.com/boardgame/174926/wizards-wild-deluxe-edition,Wizards of the Wild: Deluxe Edition,2,4,30,30,0,2015,7.03641,5.66223,133,https://cf.geekdo-images.com/original/img/vCpEG4aXm9iwe1djOMt8Qm8Tcx0=/0x0/pic2792249.jpg,10,"Card Drafting, Dice Rolling","Card Game, Dice, Fantasy",Adam West
4592,https://boardgamegeek.com/boardgame/7218/18va,18VA,2,5,210,210,210,2001,7.20439,5.66214,114,https://cf.geekdo-images.com/original/img/B1LrIbdaH368mJ0SCEVJs25FSaE=/0x0/pic218243.jpg,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement","Economic, Trains",David G. D. Hecht
4593,https://boardgamegeek.com/boardgame/9962/chez-goth,Chez Goth,2,5,60,60,60,2004,5.99445,5.6621,635,https://cf.geekdo-images.com/original/img/tWeXD0DXK-eQ1bl4cS439AskXeA=/0x0/pic45215.jpg,14,"Set Collection, Take That",Card Game,Steve Jackson (I)
4594,https://boardgamegeek.com/boardgame/159515/operation-fust,Operation F.A.U.S.T.,3,8,30,30,30,2015,6.348,5.66197,275,https://cf.geekdo-images.com/original/img/G1dNyILSuuzR93SmvP0OWYQqDTo=/0x0/pic2307300.jpg,13,"Hand Management, Memory, Secret Unit Deployment, Take That","Bluffing, Card Game, Deduction, Memory, World War II",Robert Burke
4595,https://boardgamegeek.com/boardgame/162315/mouse-guard-swords-strongholds,Mouse Guard: Swords & Strongholds,2,2,30,15,30,2015,7.20845,5.66189,142,https://cf.geekdo-images.com/original/img/2915XsZqMO9X3UgwipumlaoV11E=/0x0/pic2627889.jpg,8,Grid Movement,Abstract Strategy,Luke Crane
4596,https://boardgamegeek.com/boardgame/199309/pathogenesis,Pathogenesis,1,4,60,30,60,2017,7.28507,5.66181,134,https://cf.geekdo-images.com/original/img/6SYwbKjGhJLqUyNYRTUZixXb9hY=/0x0/pic3014279.png,14,"Card Drafting, Co-operative Play, Deck / Pool Building","Card Game, Educational, Fighting, Medical","Loren Cunningham, Jamie Cunningham"
4597,https://boardgamegeek.com/boardgame/173759/cauldron,Cauldron,2,5,90,60,90,2015,7.2,5.66175,184,https://cf.geekdo-images.com/original/img/YhmsmaAVZcxDcaf1yM5J_qppITQ=/0x0/pic2429996.jpg,11,"Dice Rolling, Modular Board, Set Collection, Take That, Variable Player Powers","Economic, Fantasy",Artem Safarov
4598,https://boardgamegeek.com/boardgame/34098/guelphs-and-ghibellines,Guelphs and Ghibellines,2,2,240,240,240,2009,7.73933,5.66175,89,https://cf.geekdo-images.com/original/img/LQj2Y3y61_MAbeEBLk9Eg7vrJ2U=/0x0/pic290751.jpg,0,Hex-and-Counter,"Medieval, Wargame",Piergennaro Federico
4599,https://boardgamegeek.com/boardgame/13016/white-death,White Death,1,4,240,240,240,1979,7.55182,5.66158,110,https://cf.geekdo-images.com/original/img/i_IDpVIuv0iAUCJAiFF-ZlN-KLU=/0x0/pic870232.jpg,12,"Dice Rolling, Hex-and-Counter","Wargame, World War II",Frank Chadwick
4600,https://boardgamegeek.com/boardgame/190232/plan-orange-pacific-war-1930-1935,Plan Orange: Pacific War 1930 – 1935,2,2,480,120,480,2016,7.52571,5.66132,100,https://cf.geekdo-images.com/original/img/6hdRPhGUkMJEKYGHsRzWtiNSPng=/0x0/pic2838345.jpg,12,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter, Simulation","Nautical, Wargame, World War II",Mark Herman
4601,https://boardgamegeek.com/boardgame/128425/asteriated-grail,Asteriated Grail,4,6,30,30,30,2010,7.38596,5.6613,114,https://cf.geekdo-images.com/original/img/Ym9KKptxXXBVWcxL-dwG9Rf-wzQ=/0x0/pic1507070.jpg,16,"Card Drafting, Partnerships, Variable Player Powers",Fantasy,none
4602,https://boardgamegeek.com/boardgame/156482/unknown,Unknown,1,6,45,45,45,2016,7.79796,5.66124,137,https://cf.geekdo-images.com/original/img/UwQeZd-oGtAy44R5fXA-RyYtZ2M=/0x0/pic1966014.png,14,"Action Point Allowance System, Co-operative Play, Modular Board, Tile Placement","Adventure, Exploration, Science Fiction","Robert Cutter, Dave Schroeder (II)"
4603,https://boardgamegeek.com/boardgame/210101/incorporated,Incorporated,2,4,180,80,180,2016,7.59159,5.66122,107,https://cf.geekdo-images.com/original/img/nHC419pZ-UCZfxq-HqLTEdrwJuE=/0x0/pic3276023.jpg,16,"Area Control / Area Influence, Auction/Bidding, Stock Holding, Variable Player Powers, Worker Placement","Economic, Political",Can Adatepe
4604,https://boardgamegeek.com/boardgame/216640/banishing,The Banishing,3,5,45,45,45,2017,7.15943,5.66121,135,https://cf.geekdo-images.com/original/img/rgskkxza9L9jFyGVZwaCT25I4NE=/0x0/pic3311817.jpg,14,"Card Drafting, Co-operative Play, Variable Player Powers",Card Game,Sean Rumble
4605,https://boardgamegeek.com/boardgame/8003/warhammer-ancient-battles,Warhammer Ancient Battles,2,2,120,120,120,1998,6.67561,5.66121,205,https://cf.geekdo-images.com/original/img/L7bQxEjgjHimT2HYNCfoXzI3lrw=/0x0/pic191641.jpg,14,"Dice Rolling, Variable Player Powers","Ancient, Book, Fighting, Miniatures, Wargame","Jervis Johnson, Alan Perry, Michael Perry, Rick Priestley"
4606,https://boardgamegeek.com/boardgame/4831/nfl-strategy,NFL Strategy,2,2,150,150,150,1970,6.70684,5.66119,190,https://cf.geekdo-images.com/original/img/Iwd1TwG--eQ7mAN1zk_AgrE9_WE=/0x0/pic1415072.jpg,10,Simultaneous Action Selection,Sports,(Uncredited)
4607,https://boardgamegeek.com/boardgame/128537/gentlemen-thieves,Gentlemen Thieves,2,5,45,45,45,2012,6.2357,5.66116,329,https://cf.geekdo-images.com/original/img/wHZUOxJw9j3Gkystza81ucTY5tI=/0x0/pic1421066.jpg,10,"Card Drafting, Set Collection",Card Game,"Charles Chevallier, Catherine Dumas, Pascal Pelemans"
4608,https://boardgamegeek.com/boardgame/12071/second-season-pro-football-game,Second Season Pro Football Game,1,2,120,120,0,1999,8.02959,5.66108,98,https://cf.geekdo-images.com/original/img/TrC8j6KVNERenu_g1RfRKigsyhc=/0x0/pic1146319.jpg,8,Simulation,Sports,Keith Avallone
4609,https://boardgamegeek.com/boardgame/62030/rio-de-la-plata,Río de la Plata,2,5,90,90,90,2010,6.4067,5.66101,261,https://cf.geekdo-images.com/original/img/cPWP2kWc_cm7diftMVLwDDiTUAE=/0x0/pic737392.jpg,14,"Area Control / Area Influence, Auction/Bidding, Dice Rolling, Partnerships, Tile Placement, Worker Placement","City Building, Civilization",Michele Quondam
4610,https://boardgamegeek.com/boardgame/751/minos,Minos,2,4,120,120,120,1991,6.41324,5.66094,262,https://cf.geekdo-images.com/original/img/_6SREItO1i32Ezq_tCM1H8_6pUI=/0x0/pic247224.jpg,16,"Area Control / Area Influence, Area Movement, Dice Rolling, Point to Point Movement","Ancient, City Building, Civilization, Economic, Fighting, Nautical",H. Jean Vanaise
4611,https://boardgamegeek.com/boardgame/175989/pillars-eternity-lords-eastern-reach,Pillars of Eternity: Lords of the Eastern Reach,1,4,120,60,120,2016,6.69703,5.66092,236,https://cf.geekdo-images.com/original/img/px5iSAVYC3AG_GcWkSCDpzRxVfk=/0x0/pic2822026.jpg,13,Hand Management,"Card Game, City Building, Fantasy, Video Game Theme",Chris Taylor (I)
4612,https://boardgamegeek.com/boardgame/119464/tier-auf-tier-jetzt-gehts-rund,Tier auf Tier: Jetzt geht's rund!,2,4,15,15,15,2012,6.63999,5.66088,185,https://cf.geekdo-images.com/original/img/kwdw2tgcftMMWJkRW5a_WH_cXXE=/0x0/pic1223879.jpg,5,none,"Action / Dexterity, Animals, Children's Game","Klaus Miltenberger, Kristin Mückel"
4613,https://boardgamegeek.com/boardgame/166280/dragonflame,DragonFlame,2,5,30,30,30,2014,6.73103,5.66087,202,https://cf.geekdo-images.com/original/img/km3OFkp8gXpvGkv0uf7V2NrG_u4=/0x0/pic3480148.jpg,13,"Area Control / Area Influence, Card Drafting, Set Collection","Card Game, Fantasy",Matt Loomis
4614,https://boardgamegeek.com/boardgame/29198/inn-fighting,Inn-Fighting,3,6,30,30,30,2007,5.91689,5.66084,968,https://cf.geekdo-images.com/original/img/QTAk18C4XkUHn5BXFrEykvAL9dE=/0x0/pic215835.jpg,12,"Dice Rolling, Variable Player Powers","Dice, Fantasy, Fighting, Party Game",Rob Heinsoo
4615,https://boardgamegeek.com/boardgame/206844/fold-it,Fold-it,1,5,20,20,20,2016,6.49448,5.6608,241,https://cf.geekdo-images.com/original/img/py-F6d_0UumWZnwnEmABTjV29As=/0x0/pic3143202.png,8,"Pattern Recognition, Player Elimination","Action / Dexterity, Puzzle, Real-time",Yohan Goh
4616,https://boardgamegeek.com/boardgame/183447/dice-drivin,Dice Drivin',2,5,30,10,30,2016,6.80073,5.66073,245,https://cf.geekdo-images.com/original/img/jbt7zSO7kHrHrAu2oQl2HVN2ZWY=/0x0/pic2879848.jpg,6,"Dice Rolling, Grid Movement, Variable Player Powers","Dice, Racing",Rodrigo González
4617,https://boardgamegeek.com/boardgame/10964/aprils-harvest-battle-shiloh-april-6-7-1862,"April's Harvest: The Battle of Shiloh, April 6 & 7, 1862",2,2,240,240,240,1995,7.08121,5.66072,141,https://cf.geekdo-images.com/original/img/nq1F00g_IghKxFsdqG-osxD3et4=/0x0/pic432317.jpg,12,Hex-and-Counter,"American Civil War, Wargame","Dean Essig, Alan Wambold"
4618,https://boardgamegeek.com/boardgame/144382/canalis,Canalis,2,4,45,45,45,2013,6.38907,5.6607,237,https://cf.geekdo-images.com/original/img/oBdxhPph7v0CtcIYaLseQH5LBsc=/0x0/pic1714197.jpg,12,"Card Drafting, Route/Network Building, Tile Placement, Variable Player Powers","Card Game, City Building, Renaissance",Philip duBarry
4619,https://boardgamegeek.com/boardgame/155802/korrigans,Korrigans,2,5,45,45,45,2014,6.4126,5.66059,256,https://cf.geekdo-images.com/original/img/U7N5IL5KWS1LwUTTwdY1VUxiVB8=/0x0/pic1945189.jpg,8,Area Movement,Fantasy,"Arnaud Urbon, Ludovic Vialla"
4620,https://boardgamegeek.com/boardgame/46362/high-noon-saloon,High Noon Saloon,2,6,45,45,45,2011,6.39319,5.66048,279,https://cf.geekdo-images.com/original/img/Ku_zp_61_i1DznW5l_sieIww_Dg=/0x0/pic1120742.jpg,10,"Area Movement, Hand Management","American West, Card Game","Cliff Bohm, Geoff Bottone"
4621,https://boardgamegeek.com/boardgame/125493/drunkquest,DrunkQuest,3,6,20,20,20,2013,6.40507,5.66047,306,https://cf.geekdo-images.com/original/img/H46iac0z_D-_9xf50UhNR6IsmEA=/0x0/pic1322331.jpg,21,"Campaign / Battle Card Driven, Card Drafting, Pick-up and Deliver","Card Game, Fantasy, Humor, Party Game","Athena Cagle, Jasn Painter"
4622,https://boardgamegeek.com/boardgame/234248/voodoo-prince,Voodoo Prince,2,5,20,20,20,2017,6.84151,5.66027,146,https://cf.geekdo-images.com/original/img/flxuvPogM2gte3lvRzxHucFuomE=/0x0/pic3752776.png,8,Trick-taking,Card Game,Reiner Knizia
4623,https://boardgamegeek.com/boardgame/4228/1918-storm-west,1918: Storm in the West,2,2,240,240,240,1992,6.75633,5.66023,166,https://cf.geekdo-images.com/original/img/qlFFVm57ba54ypJOd1RdxopW8xw=/0x0/pic13304.jpg,12,Hex-and-Counter,"Wargame, World War I",Ted Raicer
4624,https://boardgamegeek.com/boardgame/204801/kneipenquiz-das-original,Kneipenquiz: Das Original,3,6,40,30,40,2016,7.48416,5.66018,101,https://cf.geekdo-images.com/original/img/gjjklAGC8cW34EDzmxydNeQRq9s=/0x0/pic3115814.jpg,12,Co-operative Play,"Humor, Party Game, Trivia","Heinrich Glumpler, Marco Teubner"
4625,https://boardgamegeek.com/boardgame/3242/clash-gladiators,Clash of the Gladiators,2,5,45,45,45,2002,5.88155,5.66016,893,https://cf.geekdo-images.com/original/img/0QdVsXYxX8RtNW4PTSVuFmo68lI=/0x0/pic10202.jpg,10,"Dice Rolling, Player Elimination","Ancient, Fighting",Reiner Knizia
4626,https://boardgamegeek.com/boardgame/192508/goonies-adventure-card-game,The Goonies: Adventure Card Game,1,4,45,30,45,2016,6.5463,5.66015,222,https://cf.geekdo-images.com/original/img/A4V4e86aFtWtS45e0wYUjXMgJa0=/0x0/pic2913950.jpg,14,"Co-operative Play, Hand Management, Variable Player Powers",Movies / TV / Radio theme,"Ben Pinchback, Matt Riddle"
4627,https://boardgamegeek.com/boardgame/158886/stonewalls-sword-battle-cedar-mountain,Stonewall's Sword: The Battle of Cedar Mountain,2,2,180,180,180,2015,8.18148,5.66013,81,https://cf.geekdo-images.com/original/img/eqIfuLiPbP2kTv3zFGHLb1mbtNY=/0x0/pic2336287.jpg,12,"Chit-Pull System, Hex-and-Counter","American Civil War, Wargame",Hermann Luttmann
4628,https://boardgamegeek.com/boardgame/2780/tarock,Tarock,2,5,30,30,30,1425,7.24259,5.66004,116,https://cf.geekdo-images.com/original/img/ZCNJPG2VOB36WtD2jMM2RaEL4s8=/0x0/pic1364729.jpg,0,"Hand Management, Trick-taking",Card Game,(Uncredited)
4629,https://boardgamegeek.com/boardgame/27490/bloom,Bloom,2,5,60,60,60,2008,6.49471,5.65995,223,https://cf.geekdo-images.com/original/img/W5JvZqqjzogXIEeOo5mwCu4t6Ug=/0x0/pic358799.jpg,8,"Set Collection, Tile Placement","Abstract Strategy, Farming","Laurent Escoffier, David Franck"
4630,https://boardgamegeek.com/boardgame/176963/dadaocheng,Dadaocheng,1,4,45,45,45,2015,6.87252,5.65992,151,https://cf.geekdo-images.com/original/img/nH7X5hkmLDUoBEnTZcccmCEqcFs=/0x0/pic2575639.jpg,10,"Dice Rolling, Pattern Building, Pattern Recognition","Dice, Economic, Puzzle","Eason Kao, Tsai Huei-Chiang"
4631,https://boardgamegeek.com/boardgame/170041/splash,Splash!,2,8,20,10,20,2014,6.37521,5.65982,257,https://cf.geekdo-images.com/original/img/mHg7My24BANfKKRsVsDksIAD3b8=/0x0/pic2677385.jpg,6,Pattern Building,"Action / Dexterity, Children's Game, Party Game","Marie Fort, Wilfried Fort"
4632,https://boardgamegeek.com/boardgame/17863/western-front-1914-1918,The Western Front: 1914 to 1918,2,2,360,360,360,2004,7.95556,5.65973,90,https://cf.geekdo-images.com/original/img/wEgvMzz1Sqk59JDq7fFmyRBvgGo=/0x0/pic77575.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War I",David Schroeder
